,location,total_sqft,bath,price,BHK
3986,Kengeri,1188.0,2.0,38.0,3
3987,Kengeri,726.0,2.0,31.0,2
3988,Kengeri,1250.0,3.0,48.0,3
3989,Kengeri,1025.0,2.0,57.0,2
3990,Kengeri,1160.0,2.0,40.6,3
3991,Kengeri,1082.0,2.0,49.0,3
3992,Kengeri,1155.0,2.0,40.6,2
3993,Kengeri,1255.0,2.0,50.0,2
3994,Kengeri,750.0,2.0,36.0,2
3995,Kengeri,963.0,2.0,40.0,2
3996,Kengeri,927.0,2.0,37.0,2
3997,Kengeri,726.0,2.0,35.0,2
3998,Kengeri,416.0,1.0,19.5,1
3999,Kengeri,900.0,2.0,45.0,2
4000,Kengeri,900.0,2.0,30.0,2
4001,Kengeri,787.0,2.0,31.0,2
4002,Kengeri,502.0,1.0,25.0,1
4003,Kengeri,1470.0,3.0,50.0,3
4004,Kengeri,1200.0,3.0,67.0,3
4005,Kengeri,725.0,2.0,30.0,2
4006,Kengeri,500.0,1.0,17.0,1
4007,Kengeri,540.0,1.0,22.5,1
4008,Kengeri,750.0,2.0,35.5,2
4009,Kengeri,1741.0,3.0,80.0,3
4010,Kengeri,1436.0,2.0,55.0,3
4011,Kengeri,1200.0,2.0,58.0,2
4012,Kengeri,1230.0,2.0,45.0,2
4013,Kengeri,1230.0,2.0,52.0,3
4014,Kengeri,750.0,2.0,36.5,2
4015,Kengeri,1000.0,2.0,34.0,2
4016,Kengeri,416.0,1.0,18.0,1
4017,Kengeri,1245.0,2.0,43.57,3
4018,Kengeri,883.0,2.0,49.0,2
4019,Kengeri,1052.0,2.0,51.0,2
4020,Kengeri,1220.0,2.0,63.0,2
4021,Kengeri,1150.0,1.0,52.0,1
4022,Kengeri,1192.0,2.0,53.5,2
4023,Kengeri,1200.0,2.0,42.0,2
4024,Kengeri,750.0,2.0,40.0,2
4025,Kengeri,1035.0,2.0,51.5,2
4026,Kengeri,3000.0,5.0,130.0,8
4027,Kengeri,410.0,1.0,15.0,1
4028,Kengeri,416.0,1.0,17.19,1
4029,Kengeri,1320.0,2.0,50.0,2
4030,Kengeri,1160.0,2.0,40.6,2
4031,Kengeri,2500.0,4.0,100.0,5
4032,Kengeri,550.0,1.0,16.75,1
4033,Kengeri Satellite Town,890.0,2.0,35.0,2
4034,Kengeri Satellite Town,883.0,2.0,45.0,2
4035,Kengeri Satellite Town,1415.0,2.0,66.0,3
4036,Kengeri Satellite Town,930.0,1.0,30.0,1
4037,Kengeri Satellite Town,1635.0,2.0,78.0,3
4038,Kengeri Satellite Town,1050.0,2.0,43.0,2
4039,Kengeri Satellite Town,1007.0,2.0,42.0,2
4040,Kengeri Satellite Town,635.0,1.0,22.0,2
4041,Kengeri Satellite Town,818.0,2.0,26.0,2
4042,Kengeri Satellite Town,1030.0,2.0,50.0,2
4043,Kengeri Satellite Town,1200.0,2.0,65.0,2
4044,Kengeri Satellite Town,795.0,2.0,32.0,2
4045,Kengeri Satellite Town,1302.5,2.0,44.285,2
4046,Kengeri Satellite Town,800.0,2.0,40.0,2
4047,Kengeri Satellite Town,654.0,1.0,22.0,1
4048,Kengeri Satellite Town,1060.0,2.0,42.0,2
4049,Kengeri Satellite Town,750.0,2.0,33.0,2
4050,Kengeri Satellite Town,920.0,2.0,39.0,2
4051,Kengeri Satellite Town,985.0,2.0,42.0,2
4052,Kengeri Satellite Town,410.0,1.0,15.0,1
4053,Kengeri Satellite Town,1120.0,2.0,49.0,2
4054,Kengeri Satellite Town,1450.0,2.0,50.0,3
4055,Kengeri Satellite Town,1110.0,2.0,43.0,2
4056,Kengeri Satellite Town,1170.0,2.0,50.0,2
4057,Kengeri Satellite Town,777.4,2.0,25.0,2
4058,Kengeri Satellite Town,800.0,2.0,32.0,2
4059,Kereguddadahalli,950.0,2.0,32.0,2
4060,Kereguddadahalli,1400.0,2.0,48.0,3
4061,Kereguddadahalli,800.0,2.0,28.0,2
4062,Kereguddadahalli,904.0,2.0,30.0,2
4063,Kereguddadahalli,1300.0,2.0,39.0,3
4064,Kereguddadahalli,1000.0,2.0,30.0,2
4065,Kereguddadahalli,1240.0,3.0,41.0,3
4066,Kereguddadahalli,600.0,1.0,19.5,1
4067,Kereguddadahalli,1080.0,2.0,32.0,2
4068,Kereguddadahalli,1000.0,2.0,34.0,2
4069,Kereguddadahalli,1400.0,2.0,42.0,3
4070,Kereguddadahalli,1280.0,3.0,42.0,3
4071,Kereguddadahalli,1015.0,2.0,35.0,2
4072,Kodichikkanahalli,1190.0,2.0,57.0,3
4073,Kodichikkanahalli,995.0,2.0,41.0,2
4074,Kodichikkanahalli,2700.0,7.0,125.0,5
4075,Kodichikkanahalli,1495.0,2.0,75.0,3
4076,Kodichikkanahalli,1125.0,2.0,52.0,2
4077,Kodichikkanahalli,1150.0,2.0,48.0,2
4078,Kodichikkanahalli,1070.0,2.0,43.0,2
4079,Kodichikkanahalli,1620.0,2.0,85.0,3
4080,Kodichikkanahalli,1560.0,2.0,65.0,3
4081,Kodichikkanahalli,1026.0,2.0,45.0,2
4082,Kodichikkanahalli,2500.0,7.0,125.0,5
4083,Kodichikkanahalli,450.0,1.0,18.0,1
4084,Kodichikkanahalli,907.0,2.0,38.5,2
4085,Kodichikkanahalli,1181.0,2.0,57.0,2
4086,Kodichikkanahalli,900.0,2.0,42.0,2
4087,Kodichikkanahalli,1310.0,2.0,53.0,3
4088,Kodichikkanahalli,1400.0,3.0,66.0,3
4089,Kodichikkanahalli,976.0,2.0,50.0,2
4090,Kodichikkanahalli,2700.0,4.0,125.0,5
4091,Kodichikkanahalli,1299.0,2.0,58.0,2
4092,Kodigehaali,1166.0,2.0,55.0,2
4093,Kodigehaali,1320.0,3.0,65.0,3
4094,Kodigehaali,1117.0,2.0,56.0,2
4095,Kodigehaali,1200.0,2.0,55.0,2
4096,Kodigehaali,1200.0,2.0,60.0,2
4097,Kodigehaali,2120.0,3.0,177.0,3
4098,Kodigehaali,1013.0,2.0,51.0,2
4099,Kodigehaali,1324.0,3.0,65.0,3
4100,Kodigehaali,965.0,2.0,38.0,2
4101,Kodigehaali,866.0,2.0,32.0,2
4102,Kodigehaali,1442.0,3.0,80.0,3
4103,Kodigehalli,1270.0,2.0,98.0,2
4104,Kodigehalli,1200.0,2.0,48.0,2
4105,Kodigehalli,655.0,1.0,53.0,1
4106,Kodigehalli,1820.0,3.0,150.0,3
4107,Kodigehalli,635.0,1.0,28.0,2
4108,Kodigehalli,1200.0,4.0,156.0,3
4109,Kodihalli,3252.0,5.0,335.0,4
4110,Kodihalli,2700.0,4.0,270.0,3
4111,Kodihalli,2392.0,4.0,260.0,3
4112,Kodihalli,2408.0,4.0,260.0,3
4113,Kodihalli,2500.0,4.0,260.0,3
4114,Kodihalli,1620.0,3.0,130.0,3
4115,Kodihalli,3260.0,5.0,388.0,4
4116,Kodihalli,3197.0,5.0,335.0,4
4117,Kodihalli,1490.0,2.0,150.0,2
4118,Kogilu,1909.0,3.0,88.0,3
4119,Kogilu,1664.0,2.0,73.95,3
4120,Kogilu,1170.0,2.0,51.99,2
4121,Kogilu,650.0,2.0,28.0,2
4122,Kogilu,1140.0,2.0,50.66,2
4123,Kogilu,1200.0,2.0,53.33,2
4124,Kogilu,1934.0,3.0,150.0,3
4125,Kogilu,540.0,1.0,36.0,1
4126,Kogilu,1559.0,3.0,127.0,3
4127,Kogilu,1190.0,2.0,50.66,2
4128,Kogilu,1559.0,3.0,120.0,3
4129,Kogilu,700.0,1.0,30.84,1
4130,Kogilu,1250.0,2.0,55.55,2
4131,Kogilu,952.0,2.0,49.0,2
4132,Kogilu,2456.0,7.0,85.0,7
4133,Konanakunte,2791.0,3.0,223.0,3
4134,Konanakunte,884.0,1.0,58.0,2
4135,Konanakunte,1200.0,4.0,125.0,4
4136,Konanakunte,1200.0,2.0,130.0,4
4137,Konanakunte,2400.0,2.0,180.0,3
4138,Konanakunte,3746.0,6.0,375.0,4
4139,Konanakunte,1423.0,2.0,85.0,3
4140,Koramangala,1320.0,2.0,165.0,2
4141,Koramangala,1253.0,2.0,102.0,2
4142,Koramangala,1580.0,3.0,160.0,3
4143,Koramangala,1750.0,3.0,130.0,3
4144,Koramangala,3500.0,5.0,425.0,4
4145,Koramangala,1005.0,1.0,110.0,2
4146,Koramangala,2292.0,4.0,275.0,3
4147,Koramangala,1835.0,2.0,155.0,3
4148,Koramangala,1290.0,2.0,100.0,2
4149,Koramangala,1300.0,2.0,110.0,2
4150,Koramangala,2200.0,3.0,180.0,3
4151,Koramangala,1325.0,2.0,119.0,2
4152,Koramangala,1140.0,2.0,75.2,2
4153,Koramangala,1260.0,2.0,100.0,2
4154,Koramangala,1975.0,3.0,210.0,3
4155,Koramangala,1900.0,2.0,200.0,2
4156,Koramangala,2292.0,3.0,286.0,3
4157,Koramangala,2300.0,3.0,290.0,3
4158,Koramangala,1594.0,3.0,125.0,3
4159,Koramangala,1760.0,2.0,115.0,3
4160,Koramangala,2503.0,6.0,325.0,4
4161,Koramangala,1900.0,3.0,150.0,3
4162,Koramangala,1320.0,2.0,150.0,2
4163,Koramangala,1320.0,2.0,110.0,2
4164,Koramangala,5985.0,4.0,775.0,4
4165,Koramangala,2461.0,6.0,353.0,4
4166,Koramangala,1615.0,3.0,115.0,3
4167,Koramangala,2246.0,3.0,300.0,3
4168,Koramangala,1300.0,2.0,82.0,2
4169,Koramangala,1716.0,2.0,115.0,3
4170,Koramangala,1500.0,3.0,135.0,3
4171,Koramangala,1083.0,2.0,100.0,2
4172,Koramangala,1744.0,3.0,200.0,3
4173,Koramangala,1180.0,2.0,128.0,2
4174,Koramangala,1320.0,2.0,160.0,2
4175,Koramangala,1370.0,2.0,125.0,2
4176,Koramangala,1100.0,2.0,85.0,2
4177,Koramangala,1249.0,2.0,165.0,2
4178,Koramangala,1200.0,2.0,100.0,2
4179,Koramangala,1720.0,2.0,130.0,3
4180,Koramangala,1900.0,2.0,120.0,3
4181,Koramangala,2223.0,3.0,300.0,3
4182,Koramangala,1744.0,4.0,210.0,3
4183,Koramangala,1866.0,4.0,245.0,3
4184,Koramangala,1350.0,2.0,103.0,2
4185,Koramangala,6000.0,4.0,625.0,4
4186,Koramangala,1642.0,2.0,115.0,3
4187,Koramangala,1710.0,3.0,210.0,3
4188,Koramangala,1700.0,3.0,250.0,3
4189,Koramangala,1355.0,2.0,95.0,2
4190,Koramangala,1600.0,3.0,170.0,3
4191,Koramangala,1910.0,4.0,150.0,3
4192,Koramangala,1600.0,2.0,140.0,3
4193,Kothannur,1206.0,2.0,48.23,2
4194,Kothannur,1275.0,2.0,43.85,3
4195,Kothannur,1100.0,2.0,40.0,2
4196,Kothannur,1197.0,2.0,47.88,2
4197,Kothannur,1197.0,2.0,47.8,2
4198,Kothannur,1070.0,2.0,42.79,2
4199,Kothannur,1270.0,3.0,45.0,3
4200,Kothannur,1275.0,3.0,44.0,3
4201,Kothannur,1070.0,2.0,38.6,2
4202,Kothannur,1485.0,2.0,59.4,3
4203,Kothannur,1215.0,2.0,48.6,3
4204,Kothannur,1404.0,2.0,56.15,3
4205,Kothanur,1200.0,2.0,51.0,2
4206,Kothanur,2400.0,2.0,150.0,3
4207,Kothanur,1828.0,3.0,110.0,3
4208,Kothanur,1186.0,2.0,58.0,2
4209,Kothanur,1577.0,3.0,70.0,3
4210,Kothanur,1847.0,3.0,105.0,3
4211,Kothanur,1580.0,3.0,76.0,3
4212,Kothanur,9600.0,5.0,550.0,5
4213,Kothanur,1435.0,3.0,70.0,3
4214,Kothanur,1187.0,2.0,58.0,2
4215,Kothanur,1847.0,3.0,110.0,3
4216,Kothanur,1460.0,3.0,71.0,3
4217,Kothanur,1185.0,2.0,59.0,2
4218,Kothanur,1436.0,3.0,70.0,3
4219,Kothanur,1462.0,3.0,71.0,3
4220,Kothanur,1790.0,3.0,105.0,3
4221,Kothanur,1583.0,3.0,76.1,3
4222,Kothanur,1070.0,2.0,45.5,2
4223,Kothanur,1820.0,3.0,77.0,3
4224,Kothanur,1145.0,2.0,56.0,2
4225,Kothanur,3401.0,5.0,230.0,4
4226,Kothanur,1455.0,2.0,69.0,2
4227,Kothanur,627.0,1.0,30.0,1
4228,Kothanur,1302.0,2.0,68.5,2
4229,Kothanur,1760.0,3.0,111.0,3
4230,Kothanur,1185.0,2.0,58.0,2
4231,Kothanur,1500.0,1.0,75.0,1
4232,Kothanur,1075.0,2.0,53.0,2
4233,Kothanur,1790.0,3.0,97.0,3
4234,Kothanur,2700.0,4.0,175.0,4
4235,Kothanur,1786.0,2.0,106.0,3
4236,Kothanur,1787.0,3.0,107.0,3
4237,Kothanur,1141.0,2.0,54.0,2
4238,Kothanur,1760.0,3.0,110.0,3
4239,Kothanur,1365.0,3.0,66.0,3
4240,Kothanur,1160.0,2.0,57.0,2
4241,Kothanur,1095.0,2.0,55.0,2
4242,Kothanur,1142.0,2.0,56.0,2
4243,Kothanur,1074.0,2.0,54.0,2
4244,Kothanur,1285.0,2.0,60.0,2
4245,Kothanur,1140.0,2.0,56.0,2
4246,Kothanur,1400.0,2.0,70.0,2
4247,Kothanur,1581.0,3.0,76.0,3
4248,Kothanur,1385.0,3.0,67.0,3
4249,Kothanur,1787.0,3.0,120.0,3
4250,Kothanur,1130.0,2.0,55.0,2
4251,Kothanur,1094.0,2.0,54.0,2
4252,Kothanur,1170.0,3.0,80.0,3
4253,Kothanur,1400.0,2.0,65.0,2
4254,Kothanur,1195.0,2.0,59.0,2
4255,Kothanur,1790.0,3.0,120.0,3
4256,Kothanur,1454.0,3.0,71.5,3
4257,Kudlu,1152.0,2.0,53.5,2
4258,Kudlu,1027.0,2.0,43.0,2
4259,Kudlu,1092.0,2.0,44.0,2
4260,Kudlu,1143.0,2.0,55.0,2
4261,Kudlu,1455.0,2.0,60.0,3
4262,Kudlu,1024.0,2.0,44.0,2
4263,Kudlu,1570.0,2.0,65.94,3
4264,Kudlu,1600.0,3.0,79.0,3
4265,Kudlu,1027.0,2.0,42.0,2
4266,Kudlu,1076.0,2.0,50.0,2
4267,Kudlu,1027.0,2.0,44.0,2
4268,Kudlu,1084.0,2.0,53.0,2
4269,Kudlu,1300.0,2.0,56.0,2
4270,Kudlu,1245.0,2.0,60.0,3
4271,Kudlu,1110.0,2.0,46.0,2
4272,Kudlu,2100.0,3.0,114.0,4
4273,Kudlu,720.0,1.0,33.0,1
4274,Kudlu,1162.0,2.0,52.0,2
4275,Kudlu,1041.0,2.0,53.0,2
4276,Kudlu Gate,1535.0,3.0,83.0,3
4277,Kudlu Gate,1535.0,3.0,85.0,3
4278,Kudlu Gate,1535.0,3.0,78.0,3
4279,Kudlu Gate,1535.0,3.0,86.0,3
4280,Kudlu Gate,1564.0,2.0,92.0,3
4281,Kudlu Gate,1364.0,2.0,46.38,3
4282,Kudlu Gate,1238.0,2.0,55.0,2
4283,Kudlu Gate,1707.0,2.0,99.745,3
4284,Kudlu Gate,1335.0,3.0,89.0,3
4285,Kudlu Gate,703.0,1.0,52.0,1
4286,Kudlu Gate,1532.0,3.0,83.0,3
4287,Kudlu Gate,1113.0,2.0,50.0,2
4288,Kudlu Gate,1465.0,2.0,49.81,3
4289,Kudlu Gate,1185.0,2.0,50.0,2
4290,Kudlu Gate,1664.0,3.0,68.0,3
4291,Kudlu Gate,1656.0,3.0,80.0,3
4292,Kudlu Gate,1656.0,3.0,75.0,3
4293,Kudlu Gate,1215.0,2.0,45.0,2
4294,Kudlu Gate,812.0,2.0,38.25,2
4295,Kudlu Gate,1547.0,2.0,103.0,2
4296,Kudlu Gate,1336.0,2.0,86.0,2
4297,Kudlu Gate,1919.0,3.0,121.0,3
4298,Kudlu Gate,1464.0,3.0,56.0,2
4299,Kudlu Gate,1850.0,3.0,120.0,3
4300,Kudlu Gate,940.0,2.0,69.57,2
4301,Kudlu Gate,1215.0,2.0,44.96,2
4302,Kudlu Gate,1164.0,2.0,75.0,2
4303,Kudlu Gate,3850.0,6.0,205.0,4
4304,Kudlu Gate,1183.0,2.0,79.54,2
4305,Kudlu Gate,1850.0,3.0,110.0,3
4306,Kudlu Gate,1320.0,2.0,50.0,3
4307,Kudlu Gate,1200.0,2.0,44.4,2
4308,Kudlu Gate,1432.0,2.0,61.11,3
4309,Kudlu Gate,1310.0,2.0,53.0,2
4310,Kumaraswami Layout,2000.0,4.0,139.0,4
4311,Kumaraswami Layout,1000.0,2.0,48.5,2
4312,Kumaraswami Layout,1000.0,2.0,58.0,2
4313,Kumaraswami Layout,2400.0,7.0,125.0,7
4314,Kumaraswami Layout,2400.0,2.0,125.0,3
4315,Kumaraswami Layout,1310.0,2.0,70.0,3
4316,Kumaraswami Layout,850.0,1.0,78.0,1
4317,Kumaraswami Layout,3200.0,7.0,150.0,7
4318,Kumaraswami Layout,1310.0,2.0,85.0,3
4319,Kumaraswami Layout,2450.0,3.0,110.0,4
4320,Kumaraswami Layout,3100.0,7.0,145.0,7
4321,Kumaraswami Layout,1200.0,3.0,75.0,3
4322,Kumaraswami Layout,1081.0,2.0,60.0,2
4323,Kundalahalli,1724.0,3.0,125.0,3
4324,Kundalahalli,1030.0,2.0,49.0,2
4325,Kundalahalli,735.0,2.0,57.99,2
4326,Kundalahalli,1047.0,2.0,82.0,2
4327,Kundalahalli,1397.0,3.0,105.0,3
4328,Kundalahalli,1724.0,3.0,127.0,3
4329,Kundalahalli,1010.0,2.0,49.27,2
4330,Kundalahalli,1397.0,3.0,110.0,3
4331,Kundalahalli,1397.0,3.0,104.0,3
4332,Kundalahalli,1397.0,3.0,108.0,3
4333,Kundalahalli,1920.0,3.0,150.0,3
4334,Kundalahalli,1800.0,3.0,80.0,3
4335,Kundalahalli,1724.0,3.0,124.0,3
4336,Kundalahalli,1047.0,2.0,84.0,2
4337,Kundalahalli,1047.0,2.0,83.0,2
4338,Kundalahalli,7000.0,4.0,550.0,4
4339,Kundalahalli,2075.0,3.0,115.0,3
4340,Kundalahalli,1120.0,2.0,53.76,2
4341,Kundalahalli,1047.0,2.0,82.62,2
4342,Kundalahalli,1047.0,2.0,91.0,2
4343,Kundalahalli,1724.0,3.0,146.0,3
4344,Kundalahalli,1600.0,3.0,170.0,3
4345,Kundalahalli,1496.0,2.0,78.0,3
4346,Kundalahalli,1010.0,2.0,48.27,2
4347,Kundalahalli,1047.0,2.0,89.0,2
4348,Kundalahalli,2500.0,5.0,245.0,4
4349,Kundalahalli,1800.0,3.0,110.0,3
4350,Kundalahalli,1047.0,2.0,72.0,2
4351,Kundalahalli,1260.0,2.0,58.0,2
4352,Kundalahalli,3092.0,4.0,230.0,4
4353,Kundalahalli,1065.0,2.0,70.0,2
4354,Kundalahalli,1724.0,3.0,128.0,3
4355,Kundalahalli,1315.0,2.0,74.0,2
4356,Kundalahalli,2100.0,3.0,150.0,3
4357,Kundalahalli,1724.0,3.0,140.0,3
4358,Kundalahalli,1175.0,2.0,65.0,2
4359,LB Shastri Nagar,1600.0,3.0,65.0,3
4360,LB Shastri Nagar,1043.0,2.0,55.0,2
4361,LB Shastri Nagar,1184.0,2.0,69.0,2
4362,LB Shastri Nagar,665.0,1.0,32.0,1
4363,LB Shastri Nagar,1250.0,2.0,48.5,2
4364,LB Shastri Nagar,1400.0,2.0,80.0,3
4365,LB Shastri Nagar,1184.0,2.0,62.0,2
4366,LB Shastri Nagar,1200.0,2.0,47.0,2
4367,LB Shastri Nagar,1200.0,2.0,75.0,2
4368,LB Shastri Nagar,1000.0,2.0,49.5,2
4369,Laggere,2800.0,5.0,125.0,5
4370,Laggere,1200.0,3.0,130.0,3
4371,Laggere,1200.0,1.0,125.0,1
4372,Laggere,1200.0,2.0,75.0,2
4373,Laggere,620.0,2.0,48.0,1
4374,Lakshminarayana Pura,1185.0,2.0,75.0,2
4375,Lakshminarayana Pura,1600.0,2.0,108.0,3
4376,Lakshminarayana Pura,1180.0,2.0,75.0,2
4377,Lakshminarayana Pura,1172.0,2.0,82.0,2
4378,Lakshminarayana Pura,1179.0,2.0,75.0,2
4379,Lakshminarayana Pura,1149.0,2.0,75.0,2
4380,Lakshminarayana Pura,1336.0,2.0,100.0,2
4381,Lakshminarayana Pura,1175.0,2.0,75.0,2
4382,Lakshminarayana Pura,1190.0,2.0,75.0,2
4383,Lakshminarayana Pura,1200.0,2.0,75.0,2
4384,Lakshminarayana Pura,1165.0,2.0,75.0,2
4385,Lakshminarayana Pura,1145.0,2.0,75.0,2
4386,Lakshminarayana Pura,1500.0,3.0,104.0,3
4387,Lakshminarayana Pura,1210.0,2.0,75.0,2
4388,Lakshminarayana Pura,1169.0,2.0,75.0,2
4389,Lakshminarayana Pura,1172.0,2.0,75.0,2
4390,Lakshminarayana Pura,1200.0,2.0,83.0,2
4391,Lakshminarayana Pura,1200.0,2.0,80.0,2
4392,Lakshminarayana Pura,1195.0,2.0,75.0,2
4393,Lingadheeranahalli,1521.0,3.0,95.0,3
4394,Lingadheeranahalli,1511.0,3.0,95.0,3
4395,Lingadheeranahalli,1683.0,3.0,109.0,3
4396,Lingadheeranahalli,1519.0,3.0,93.0,3
4397,Lingadheeranahalli,1521.0,3.0,94.99,3
4398,Lingadheeranahalli,1682.0,3.0,120.0,3
4399,Lingadheeranahalli,1521.0,3.0,94.71,3
4400,Lingadheeranahalli,1893.0,3.0,130.0,3
4401,Lingadheeranahalli,1705.0,3.0,110.0,3
4402,Lingadheeranahalli,2245.0,4.0,154.0,4
4403,Lingadheeranahalli,1682.0,3.0,113.0,3
4404,Lingadheeranahalli,1682.0,3.0,114.0,3
4405,Lingadheeranahalli,1506.0,3.0,95.0,3
4406,Lingadheeranahalli,1683.0,3.0,110.0,3
4407,Lingadheeranahalli,1684.0,3.0,120.0,3
4408,Lingadheeranahalli,2236.0,4.0,153.0,4
4409,Lingadheeranahalli,1894.0,4.0,114.0,3
4410,Lingadheeranahalli,2240.0,4.0,160.0,4
4411,Magadi Road,3600.0,6.0,141.0,6
4412,Magadi Road,1116.0,2.0,50.0,2
4413,Magadi Road,1282.0,2.0,49.0,3
4414,Magadi Road,884.0,2.0,41.1,2
4415,Magadi Road,1005.0,2.0,55.78,2
4416,Magadi Road,1000.0,2.0,46.5,2
4417,Magadi Road,1500.0,2.0,93.0,4
4418,Magadi Road,1322.0,2.0,58.82,3
4419,Magadi Road,1345.0,2.0,55.0,2
4420,Magadi Road,1191.0,2.0,55.38,3
4421,Magadi Road,5000.0,6.0,360.0,5
4422,Magadi Road,1116.0,2.0,51.89,2
4423,Magadi Road,1052.0,2.0,60.0,3
4424,Magadi Road,940.0,2.0,50.0,2
4425,Magadi Road,1318.0,2.0,68.0,3
4426,Magadi Road,1187.0,2.0,55.195,3
4427,Magadi Road,884.0,2.0,48.0,2
4428,Mahadevpura,1720.0,3.0,78.0,3
4429,Mahadevpura,1150.0,2.0,52.0,2
4430,Mahadevpura,1250.0,2.0,52.0,2
4431,Mahadevpura,1260.0,2.0,57.6,2
4432,Mahadevpura,730.0,1.0,35.0,1
4433,Mahadevpura,1434.0,2.0,67.39,3
4434,Mahadevpura,1146.0,2.0,53.8,2
4435,Mahadevpura,1532.0,2.0,62.0,2
4436,Mahadevpura,1620.0,2.0,76.0,3
4437,Mahadevpura,1136.0,2.0,64.5,2
4438,Mahadevpura,1400.0,2.0,65.8,3
4439,Mahadevpura,1137.0,2.0,53.4,2
4440,Mahadevpura,1601.0,3.0,95.0,3
4441,Mahadevpura,1450.0,3.0,75.0,3
4442,Mahadevpura,1152.0,2.0,54.0,2
4443,Mahadevpura,1212.0,2.0,56.9,2
4444,Mahadevpura,1505.0,3.0,64.0,3
4445,Mahadevpura,1505.0,3.0,78.0,3
4446,Mahadevpura,1500.0,2.0,70.0,3
4447,Mahadevpura,1236.0,2.0,58.0,2
4448,Mahadevpura,1120.0,2.0,53.0,2
4449,Mahalakshmi Layout,1575.0,5.0,158.0,4
4450,Mahalakshmi Layout,1105.0,2.0,80.0,2
4451,Mahalakshmi Layout,1200.0,3.0,160.0,4
4452,Mahalakshmi Layout,1200.0,2.0,110.0,3
4453,Mahalakshmi Layout,1876.0,3.0,150.0,3
4454,Mallasandra,1665.0,3.0,95.0,3
4455,Mallasandra,1665.0,3.0,86.58,3
4456,Mallasandra,1340.0,2.0,61.0,2
4457,Mallasandra,1325.0,2.0,70.0,2
4458,Mallasandra,1665.0,3.0,86.91,3
4459,Mallasandra,905.0,2.0,40.0,2
4460,Mallasandra,1325.0,2.0,65.0,2
4461,Mallasandra,1325.0,2.0,73.0,2
4462,Mallasandra,1565.0,2.0,69.0,2
4463,Mallasandra,905.0,2.0,35.0,2
4464,Mallasandra,1524.0,2.0,72.0,3
4465,Mallasandra,1100.0,2.0,76.3,3
4466,Malleshpalya,1140.0,2.0,46.5,2
4467,Malleshpalya,1225.0,2.0,46.86,2
4468,Malleshpalya,1785.0,3.0,75.0,3
4469,Malleshpalya,1052.0,2.0,50.0,2
4470,Malleshpalya,1405.0,2.0,77.0,3
4471,Malleshpalya,1065.0,2.0,50.0,2
4472,Malleshpalya,1210.0,2.0,55.0,2
4473,Malleshpalya,1900.0,3.0,60.0,3
4474,Malleshpalya,1060.0,2.0,40.0,2
4475,Malleshpalya,1430.0,2.0,69.5,3
4476,Malleshpalya,1421.0,2.0,90.0,2
4477,Malleshpalya,1245.0,2.0,55.0,2
4478,Malleshpalya,1200.0,2.0,46.0,2
4479,Malleshpalya,1225.0,2.0,52.0,2
4480,Malleshwaram,705.0,1.0,67.0,1
4481,Malleshwaram,12000.0,7.0,2200.0,7
4482,Malleshwaram,2500.0,5.0,325.0,4
4483,Malleshwaram,2006.0,3.0,297.0,3
4484,Malleshwaram,686.0,1.0,62.5,1
4485,Malleshwaram,2475.0,4.0,332.0,3
4486,Malleshwaram,2610.0,3.0,399.0,3
4487,Malleshwaram,2475.0,4.0,320.0,3
4488,Malleshwaram,900.0,2.0,95.0,2
4489,Malleshwaram,1420.0,2.0,158.0,2
4490,Malleshwaram,2000.0,3.0,250.0,3
4491,Malleshwaram,2215.0,3.0,275.0,3
4492,Malleshwaram,1600.0,3.0,160.0,3
4493,Malleshwaram,2475.0,4.0,300.0,3
4494,Malleshwaram,2345.0,2.0,293.0,3
4495,Malleshwaram,2600.0,3.0,237.0,3
4496,Malleshwaram,2215.0,4.0,310.0,3
4497,Malleshwaram,480.0,1.0,60.0,1
4498,Malleshwaram,1290.0,2.0,120.0,2
4499,Malleshwaram,2475.0,4.0,326.0,3
4500,Malleshwaram,2476.0,3.0,337.0,3
4501,Malleshwaram,900.0,2.0,90.0,2
4502,Malleshwaram,2250.0,3.0,200.0,3
4503,Malleshwaram,2050.0,4.0,270.0,3
4504,Malleshwaram,900.0,2.0,72.0,2
4505,Malleshwaram,620.0,1.0,86.8,1
4506,Malleshwaram,600.0,1.0,68.0,2
4507,Malleshwaram,2475.0,4.0,337.0,3
4508,Malleshwaram,2215.0,3.0,330.0,3
4509,Malleshwaram,2800.0,4.0,252.0,4
4510,Malleshwaram,1020.0,2.0,80.0,2
4511,Malleshwaram,600.0,1.0,90.0,2
4512,Malleshwaram,2200.0,3.0,275.0,3
4513,Malleshwaram,1500.0,2.0,140.0,2
4514,Malleshwaram,2475.0,4.0,340.0,3
4515,Malleshwaram,1400.0,2.0,190.0,2
4516,Malleshwaram,2400.0,3.0,380.0,3
4517,Malleshwaram,580.0,1.0,45.0,1
4518,Malleshwaram,1410.0,2.0,125.0,2
4519,Malleshwaram,2610.0,4.0,306.0,4
4520,Marathahalli,1310.0,3.0,63.25,3
4521,Marathahalli,1220.0,2.0,57.0,2
4522,Marathahalli,1200.0,2.0,52.0,2
4523,Marathahalli,1200.0,2.0,60.0,2
4524,Marathahalli,1933.0,3.0,140.0,3
4525,Marathahalli,950.0,2.0,46.96,2
4526,Marathahalli,1230.0,2.0,80.0,2
